Gene ID	source_id	Input Ortholog(s)	
PF3D7_1035000	PF3D7_1035000.1	PBANKA_0518800	
PF3D7_1036400	PF3D7_1036400.1	PBANKA_0508300,PBANKA_0510200	
PF3D7_1036600	PF3D7_1036600.1	PBANKA_0519600	
PF3D7_1036600	PF3D7_1036600.2	PBANKA_0519600	
PF3D7_1036700	PF3D7_1036700.1	PBANKA_0519700	
PF3D7_1036800	PF3D7_1036800.1	PBANKA_0519800	
PF3D7_1037100	PF3D7_1037100.1	PBANKA_0520000	
PF3D7_1037200	PF3D7_1037200.1	PBANKA_0520100	
PF3D7_1037300	PF3D7_1037300.1	PBANKA_0520200	
PF3D7_1037500	PF3D7_1037500.1	PBANKA_0520400	
PF3D7_1037600	PF3D7_1037600.1	PBANKA_0520500	
PF3D7_1037700	PF3D7_1037700.1	PBANKA_0520600	
PF3D7_1037800	PF3D7_1037800.1	PBANKA_0520700	
PF3D7_1037900	PF3D7_1037900.1	PBANKA_0520800	
PF3D7_1038000	PF3D7_1038000.2	PBANKA_0520900	
PF3D7_1038000	PF3D7_1038000.1	PBANKA_0520900	
PF3D7_1038200	PF3D7_1038200.1	PBANKA_0521100	
PF3D7_1038300	PF3D7_1038300.1	PBANKA_0521200	
PF3D7_1103100	PF3D7_1103100.1	PBANKA_0943600	
PF3D7_1103400	PF3D7_1103400.1	PBANKA_0943500	
PF3D7_1103500	PF3D7_1103500.1	PBANKA_0943400	
PF3D7_1103600	PF3D7_1103600.1	PBANKA_0943300	
PF3D7_1103700	PF3D7_1103700.1	PBANKA_0943200	
PF3D7_1103800	PF3D7_1103800.1	PBANKA_0943100	
PF3D7_1103900	PF3D7_1103900.1	PBANKA_0943000	
PF3D7_1104000	PF3D7_1104000.1	PBANKA_0942900	
PF3D7_1104100	PF3D7_1104100.1	PBANKA_0942800	
PF3D7_1104200	PF3D7_1104200.1	PBANKA_0942700	
PF3D7_1104300	PF3D7_1104300.1	PBANKA_0942600	
PF3D7_1104400	PF3D7_1104400.1	PBANKA_0942500	
PF3D7_1104500	PF3D7_1104500.1	PBANKA_0942400	
PF3D7_1104600	PF3D7_1104600.1	PBANKA_0942300	
PF3D7_1104700	PF3D7_1104700.2	PBANKA_0942200	
PF3D7_1104700	PF3D7_1104700.1	PBANKA_0942200	
PF3D7_1104800	PF3D7_1104800.1	PBANKA_0942100	
PF3D7_1104900	PF3D7_1104900.1	PBANKA_0942000	
PF3D7_1105000	PF3D7_1105000.1	PBANKA_0941900	
PF3D7_1105100	PF3D7_1105100.1	PBANKA_0941800	
PF3D7_1105200	PF3D7_1105200.1	PBANKA_0941700	
PF3D7_1105300	PF3D7_1105300.1	PBANKA_0941600	
PF3D7_1105400	PF3D7_1105400.1	PBANKA_0941500	
PF3D7_1105500	PF3D7_1105500.1	PBANKA_0941400	
PF3D7_1105600	PF3D7_1105600.1	PBANKA_0941300	
PF3D7_1105700	PF3D7_1105700.1	PBANKA_0941200	
PF3D7_1105800	PF3D7_1105800.1	PBANKA_0941100	
PF3D7_1105900	PF3D7_1105900.1	PBANKA_0941000	
PF3D7_1106000	PF3D7_1106000.1	PBANKA_0940900	
PF3D7_1106100	PF3D7_1106100.1	PBANKA_0940800	
PF3D7_1106200	PF3D7_1106200.1	PBANKA_0940700	
PF3D7_1106300	PF3D7_1106300.1	PBANKA_0940600	
PF3D7_1106400	PF3D7_1106400.1	PBANKA_0940500	
PF3D7_1106500	PF3D7_1106500.1	PBANKA_0940400	
PF3D7_1106600	PF3D7_1106600.1	PBANKA_0940300	
PF3D7_1106700	PF3D7_1106700.1	PBANKA_0940200	
PF3D7_1106900	PF3D7_1106900.1	PBANKA_0940000	
PF3D7_1107000	PF3D7_1107000.1	PBANKA_0939900	
PF3D7_1107100	PF3D7_1107100.1	PBANKA_0939800	
PF3D7_1107200	PF3D7_1107200.1	PBANKA_0939700	
PF3D7_1107300	PF3D7_1107300.1	PBANKA_0939600	
PF3D7_1107400	PF3D7_1107400.1	PBANKA_0939500	
PF3D7_1107500	PF3D7_1107500.1	PBANKA_0939400	
PF3D7_1107600	PF3D7_1107600.1	PBANKA_0939300	
PF3D7_1107700	PF3D7_1107700.1	PBANKA_0939200	
PF3D7_1107900	PF3D7_1107900.1	PBANKA_0939000	
PF3D7_1108000	PF3D7_1108000.1	PBANKA_0938900	
PF3D7_1108200	PF3D7_1108200.1	PBANKA_0938700	
PF3D7_1108400	PF3D7_1108400.1	PBANKA_0938600	
PF3D7_1108500	PF3D7_1108500.1	PBANKA_0938500	
PF3D7_1108600	PF3D7_1108600.1	PBANKA_0938400	
PF3D7_1108700	PF3D7_1108700.1	PBANKA_0938300	
PF3D7_1108800	PF3D7_1108800.1	PBANKA_0938200	
PF3D7_1108900	PF3D7_1108900.1	PBANKA_0938100	
PF3D7_1109100	PF3D7_1109100.1	PBANKA_0938000	
PF3D7_1109200	PF3D7_1109200.1	PBANKA_0937900	
PF3D7_1109400	PF3D7_1109400.1	PBANKA_0937800	
PF3D7_1109900	PF3D7_1109900.1	PBANKA_0937700	
PF3D7_1110000	PF3D7_1110000.1	PBANKA_0937600	
PF3D7_1110100	PF3D7_1110100.1	PBANKA_0937500	
PF3D7_1110200	PF3D7_1110200.1	PBANKA_0937400	
PF3D7_1110300	PF3D7_1110300.1	PBANKA_0937300	
PF3D7_1110500	PF3D7_1110500.1	PBANKA_0937100	
PF3D7_1110600	PF3D7_1110600.1	PBANKA_0937000	
PF3D7_1110700	PF3D7_1110700.1	PBANKA_0936900	
PF3D7_1110800	PF3D7_1110800.1	PBANKA_0936800	
PF3D7_1110900	PF3D7_1110900.1	PBANKA_0936700	
PF3D7_1111000	PF3D7_1111000.1	PBANKA_0936600	
PF3D7_1111100	PF3D7_1111100.1	PBANKA_0936500	
PF3D7_1111200	PF3D7_1111200.1	PBANKA_0936400	
PF3D7_1111300	PF3D7_1111300.1	PBANKA_0936300	
PF3D7_1111400	PF3D7_1111400.1	PBANKA_0936200	
PF3D7_1111500	PF3D7_1111500.1	PBANKA_0936100	
PF3D7_1111600	PF3D7_1111600.1	PBANKA_0936000	
PF3D7_1111800	PF3D7_1111800.1	PBANKA_0935800	
PF3D7_1111900	PF3D7_1111900.1	PBANKA_0935700	
PF3D7_1112000	PF3D7_1112000.1	PBANKA_0935600	
PF3D7_1112100	PF3D7_1112100.1	PBANKA_0935500	
PF3D7_1112200	PF3D7_1112200.1	PBANKA_0935400	
PF3D7_1112300	PF3D7_1112300.1	PBANKA_0935300	
PF3D7_1112400	PF3D7_1112400.1	PBANKA_0935200	
PF3D7_1112500	PF3D7_1112500.1	PBANKA_0935100	
PF3D7_1112600	PF3D7_1112600.1	PBANKA_0935000	
PF3D7_1112700	PF3D7_1112700.1	PBANKA_0934900	
PF3D7_1112800	PF3D7_1112800.1	PBANKA_0934800	
PF3D7_1112900	PF3D7_1112900.1	PBANKA_0934700	
PF3D7_1113000	PF3D7_1113000.1	PBANKA_0934600	
PF3D7_1113100	PF3D7_1113100.1	PBANKA_0934500	
PF3D7_1113300	PF3D7_1113300.1	PBANKA_0934300	
PF3D7_1113400	PF3D7_1113400.1	PBANKA_0934200	
PF3D7_1113500	PF3D7_1113500.1	PBANKA_0934100	
PF3D7_1113700	PF3D7_1113700.1	PBANKA_0933900	
PF3D7_1113800	PF3D7_1113800.1	PBANKA_0933800	
PF3D7_1113900	PF3D7_1113900.1	PBANKA_0933700	
PF3D7_1114000	PF3D7_1114000.1	PBANKA_0933600	
PF3D7_1114100	PF3D7_1114100.1	PBANKA_0933500	
PF3D7_1114100	PF3D7_1114100.2	PBANKA_0933500	
PF3D7_1114200	PF3D7_1114200.1	PBANKA_0933400	
PF3D7_1114400	PF3D7_1114400.1	PBANKA_0933300	
PF3D7_1114500	PF3D7_1114500.1	PBANKA_0933200	
PF3D7_1114600	PF3D7_1114600.1	PBANKA_0933100	
PF3D7_1114700	PF3D7_1114700.1	PBANKA_0933000	
PF3D7_1114800	PF3D7_1114800.1	PBANKA_0932900	
PF3D7_1114900	PF3D7_1114900.1	PBANKA_0932800	
PF3D7_1115000	PF3D7_1115000.1	PBANKA_0932700	
PF3D7_1115100	PF3D7_1115100.1	PBANKA_0932600	
PF3D7_1115200	PF3D7_1115200.1	PBANKA_0932500	
PF3D7_1115300	PF3D7_1115300.1	PBANKA_0932400	
PF3D7_1115400	PF3D7_1115400.1	PBANKA_0932400	
PF3D7_1115500	PF3D7_1115500.1	PBANKA_0932300	
PF3D7_1115600	PF3D7_1115600.1	PBANKA_0932200	
PF3D7_1115700	PF3D7_1115700.1	PBANKA_0932400	
PF3D7_1115900	PF3D7_1115900.1	PBANKA_0932100	
PF3D7_1116000	PF3D7_1116000.1	PBANKA_0932000	
PF3D7_1116100	PF3D7_1116100.1	PBANKA_0931900	
PF3D7_1116200	PF3D7_1116200.1	PBANKA_0931800	
PF3D7_1116200	PF3D7_1116200.2	PBANKA_0931800	
PF3D7_1116300	PF3D7_1116300.1	PBANKA_0931700	
PF3D7_1116400	PF3D7_1116400.1	PBANKA_0931600	
PF3D7_1116500	PF3D7_1116500.1	PBANKA_0931500	
PF3D7_1116600	PF3D7_1116600.1	PBANKA_0931400	
PF3D7_1116700	PF3D7_1116700.1	PBANKA_0931300	
PF3D7_1116800	PF3D7_1116800.1	PBANKA_0931200	
PF3D7_1116900	PF3D7_1116900.1	PBANKA_0931100	
PF3D7_1117000	PF3D7_1117000.1	PBANKA_0931000	
PF3D7_1117100	PF3D7_1117100.1	PBANKA_0930900	
PF3D7_1117300	PF3D7_1117300.1	PBANKA_0930700	
PF3D7_1117400	PF3D7_1117400.1	PBANKA_0930600	
PF3D7_1117500	PF3D7_1117500.1	PBANKA_0930500	
PF3D7_1117600	PF3D7_1117600.2	PBANKA_0930400	
PF3D7_1117600	PF3D7_1117600.1	PBANKA_0930400	
PF3D7_1117700	PF3D7_1117700.1	PBANKA_0930300	
PF3D7_1117800	PF3D7_1117800.1	PBANKA_0930200	
PF3D7_1118100	PF3D7_1118100.1	PBANKA_0930000	
PF3D7_1118200	PF3D7_1118200.1	PBANKA_0929900	
PF3D7_1118300	PF3D7_1118300.1	PBANKA_0929800	
PF3D7_1118400	PF3D7_1118400.1	PBANKA_0929700	
PF3D7_1118500	PF3D7_1118500.1	PBANKA_0929600	
PF3D7_1118600	PF3D7_1118600.1	PBANKA_0929500	
PF3D7_1118700	PF3D7_1118700.1	PBANKA_0929400	
PF3D7_1118800	PF3D7_1118800.1	PBANKA_0929300	
PF3D7_1118900	PF3D7_1118900.1	PBANKA_0929200	
PF3D7_1119000	PF3D7_1119000.1	PBANKA_0929100	
PF3D7_1119100	PF3D7_1119100.1	PBANKA_0929000	
PF3D7_1119200	PF3D7_1119200.1	PBANKA_0928900	
PF3D7_1119300	PF3D7_1119300.1	PBANKA_0928800	
PF3D7_1119400	PF3D7_1119400.1	PBANKA_0928700	
PF3D7_1119500	PF3D7_1119500.1	PBANKA_0928600	
PF3D7_1119600	PF3D7_1119600.1	PBANKA_0928500	
PF3D7_1120000	PF3D7_1120000.1	PBANKA_0928200	
PF3D7_1120100	PF3D7_1120100.1	PBANKA_0928100	
PF3D7_1120200	PF3D7_1120200.1	PBANKA_0928000	
PF3D7_1120300	PF3D7_1120300.1	PBANKA_0927900	
PF3D7_1120500	PF3D7_1120500.1	PBANKA_0927800	
PF3D7_1120800	PF3D7_1120800.1	PBANKA_0927500	
PF3D7_1120900	PF3D7_1120900.1	PBANKA_0927400	
PF3D7_1121000	PF3D7_1121000.1	PBANKA_0927300	
PF3D7_1121100	PF3D7_1121100.1	PBANKA_0927100,PBANKA_0927200	
PF3D7_1121200	PF3D7_1121200.1	PBANKA_0927100,PBANKA_0927200	
PF3D7_1121300	PF3D7_1121300.1	PBANKA_0927000	
PF3D7_1121400	PF3D7_1121400.1	PBANKA_0926900	
PF3D7_1121500	PF3D7_1121500.1	PBANKA_0926800	
PF3D7_1121700	PF3D7_1121700.1	PBANKA_0926600	
PF3D7_1121800	PF3D7_1121800.1	PBANKA_0926500	
PF3D7_1121900	PF3D7_1121900.1	PBANKA_0926400	
PF3D7_1122000	PF3D7_1122000.1	PBANKA_0926300	
PF3D7_1122100	PF3D7_1122100.1	PBANKA_0926200	
PF3D7_1122200	PF3D7_1122200.1	PBANKA_0926100	
PF3D7_1122300	PF3D7_1122300.1	PBANKA_0926000	
PF3D7_1122400	PF3D7_1122400.1	PBANKA_0925900	
PF3D7_1122500	PF3D7_1122500.1	PBANKA_0925800	
PF3D7_1122600	PF3D7_1122600.1	PBANKA_0925700	
PF3D7_1122700	PF3D7_1122700.1	PBANKA_0925600	
PF3D7_1122800	PF3D7_1122800.1	PBANKA_0925500	
PF3D7_1122900	PF3D7_1122900.1	PBANKA_0925400	
PF3D7_1123100	PF3D7_1123100.1	PBANKA_0925200	
PF3D7_1123200	PF3D7_1123200.1	PBANKA_0925100	
PF3D7_1123300	PF3D7_1123300.1	PBANKA_0925000	
PF3D7_1123400	PF3D7_1123400.1	PBANKA_0924900	
PF3D7_1123500	PF3D7_1123500.1	PBANKA_0924800	
PF3D7_1123600	PF3D7_1123600.1	PBANKA_0924700	
PF3D7_1123700	PF3D7_1123700.1	PBANKA_0924600	
PF3D7_1123800	PF3D7_1123800.1	PBANKA_0924500	
PF3D7_1123900	PF3D7_1123900.1	PBANKA_0924400	
PF3D7_1124000	PF3D7_1124000.1	PBANKA_0924300	
PF3D7_1124100	PF3D7_1124100.1	PBANKA_0924200	
PF3D7_1124200	PF3D7_1124200.1	PBANKA_0924100	
PF3D7_1124300	PF3D7_1124300.1	PBANKA_0924000	
PF3D7_1124400	PF3D7_1124400.1	PBANKA_0923900	
PF3D7_1124500	PF3D7_1124500.1	PBANKA_0923800	
PF3D7_1124600	PF3D7_1124600.1	PBANKA_0923700	
PF3D7_1124700	PF3D7_1124700.1	PBANKA_0923600	
PF3D7_1124800	PF3D7_1124800.1	PBANKA_0923500	
PF3D7_1124900	PF3D7_1124900.1	PBANKA_0923400	
PF3D7_1125000	PF3D7_1125000.1	PBANKA_0923300	
PF3D7_1125100	PF3D7_1125100.1	PBANKA_0923200	
PF3D7_1125200	PF3D7_1125200.1	PBANKA_0923100	
PF3D7_1125300	PF3D7_1125300.1	PBANKA_0923000	
PF3D7_1125400	PF3D7_1125400.1	PBANKA_0922900	
PF3D7_1125500	PF3D7_1125500.1	PBANKA_0922800	
PF3D7_1125600	PF3D7_1125600.1	PBANKA_0922700	
PF3D7_1125700	PF3D7_1125700.1	PBANKA_0922600	
PF3D7_1125800	PF3D7_1125800.1	PBANKA_0922500	
PF3D7_1125900	PF3D7_1125900.1	PBANKA_0922400	
PF3D7_1126000	PF3D7_1126000.1	PBANKA_0922300	
PF3D7_1126100	PF3D7_1126100.1	PBANKA_0922200	
PF3D7_1126200	PF3D7_1126200.1	PBANKA_0922100	
PF3D7_1126300	PF3D7_1126300.1	PBANKA_0922000	
PF3D7_1126400	PF3D7_1126400.1	PBANKA_1424100	
PF3D7_1126700	PF3D7_1126700.1	PBANKA_0921700	
PF3D7_1126900	PF3D7_1126900.1	PBANKA_0921500	
PF3D7_1127000	PF3D7_1127000.1	PBANKA_0921400	
PF3D7_1127100	PF3D7_1127100.1	PBANKA_0921300	
PF3D7_1127200	PF3D7_1127200.1	PBANKA_0921200	
PF3D7_1127300	PF3D7_1127300.1	PBANKA_0921100	
PF3D7_1127400	PF3D7_1127400.1	PBANKA_0921000	
PF3D7_1127500	PF3D7_1127500.1	PBANKA_0920900	
PF3D7_1127600	PF3D7_1127600.1	PBANKA_0920800	
PF3D7_1127900	PF3D7_1127900.1	PBANKA_0920500	
PF3D7_1128100	PF3D7_1128100.1	PBANKA_0920100	
PF3D7_1128200	PF3D7_1128200.1	PBANKA_0920000	
PF3D7_1128300	PF3D7_1128300.1	PBANKA_0919900	
PF3D7_1128400	PF3D7_1128400.1	PBANKA_0919800	
PF3D7_1128500	PF3D7_1128500.1	PBANKA_0919700	
PF3D7_1128600	PF3D7_1128600.1	PBANKA_0919600	
PF3D7_1128700	PF3D7_1128700.1	PBANKA_0919500	
PF3D7_1128900	PF3D7_1128900.1	PBANKA_0919400	
PF3D7_1129000	PF3D7_1129000.1	PBANKA_0919300	
PF3D7_1129100	PF3D7_1129100.1	PBANKA_0919100	
PF3D7_1129200	PF3D7_1129200.1	PBANKA_0919000	
PF3D7_1129400	PF3D7_1129400.1	PBANKA_0918800	
PF3D7_1129500	PF3D7_1129500.1	PBANKA_0918700	
PF3D7_1129600	PF3D7_1129600.1	PBANKA_0918600	
PF3D7_1129700	PF3D7_1129700.1	PBANKA_0918500	
PF3D7_1129800	PF3D7_1129800.1	PBANKA_0918400	
PF3D7_1129900	PF3D7_1129900.1	PBANKA_0918300	
PF3D7_1130000	PF3D7_1130000.1	PBANKA_0918200	
PF3D7_1130100	PF3D7_1130100.1	PBANKA_0918100	
PF3D7_1130200	PF3D7_1130200.1	PBANKA_0918000	
PF3D7_1130400	PF3D7_1130400.1	PBANKA_0917900	
PF3D7_1130600	PF3D7_1130600.1	PBANKA_0917700	
PF3D7_1130700	PF3D7_1130700.1	PBANKA_0917500	
PF3D7_1130800	PF3D7_1130800.1	PBANKA_0917400	
PF3D7_1131100	PF3D7_1131100.1	PBANKA_0917100	
PF3D7_1131200	PF3D7_1131200.1	PBANKA_0917000	
PF3D7_1131400	PF3D7_1131400.1	PBANKA_0916800	
PF3D7_1131500	PF3D7_1131500.1	PBANKA_0916700	
PF3D7_1131700	PF3D7_1131700.1	PBANKA_0916650	
PF3D7_1131800	PF3D7_1131800.1	PBANKA_0916600	
PF3D7_1131900	PF3D7_1131900.1	PBANKA_0916500	
PF3D7_1132000	PF3D7_1132000.1	PBANKA_0916400	
PF3D7_1132200	PF3D7_1132200.1	PBANKA_0916200	
PF3D7_1132300	PF3D7_1132300.1	PBANKA_0916100	
PF3D7_1132500	PF3D7_1132500.1	PBANKA_0915900	
PF3D7_1132600	PF3D7_1132600.1	PBANKA_0915800	
PF3D7_1132700	PF3D7_1132700.1	PBANKA_0915700	
PF3D7_1132800	PF3D7_1132800.1	PBANKA_0915600	
PF3D7_1132900	PF3D7_1132900.1	PBANKA_0915500	
PF3D7_1133000	PF3D7_1133000.1	PBANKA_0915400	
PF3D7_1133100	PF3D7_1133100.1	PBANKA_0915300	
PF3D7_1133200	PF3D7_1133200.1	PBANKA_0915200	
PF3D7_1133300	PF3D7_1133300.1	PBANKA_0915100	
PF3D7_1133400	PF3D7_1133400.1	PBANKA_0915000	
PF3D7_1133500	PF3D7_1133500.1	PBANKA_0914900	
PF3D7_1133600	PF3D7_1133600.1	PBANKA_0914800	
PF3D7_1133700	PF3D7_1133700.1	PBANKA_0914700	
PF3D7_1133800	PF3D7_1133800.1	PBANKA_0914600	
PF3D7_1133900	PF3D7_1133900.1	PBANKA_0914500	
PF3D7_1134000	PF3D7_1134000.1	PBANKA_0914400	
PF3D7_1134100	PF3D7_1134100.1	PBANKA_0914300	
PF3D7_1134200	PF3D7_1134200.1	PBANKA_0914200	
PF3D7_1134400	PF3D7_1134400.1	PBANKA_0914000	
PF3D7_1134500	PF3D7_1134500.1	PBANKA_0913900	
PF3D7_1134700	PF3D7_1134700.1	PBANKA_0913800	
PF3D7_1134800	PF3D7_1134800.1	PBANKA_0913700	
PF3D7_1134900	PF3D7_1134900.1	PBANKA_0913600	
PF3D7_1135000	PF3D7_1135000.1	PBANKA_0913500	
PF3D7_1135000	PF3D7_1135000.2	PBANKA_0913500	
PF3D7_1135000	PF3D7_1135000.3	PBANKA_0913500	
PF3D7_1135100	PF3D7_1135100.1	PBANKA_0913400	
PF3D7_1135300	PF3D7_1135300.1	PBANKA_0913200	
PF3D7_1135500	PF3D7_1135500.1	PBANKA_0913100	
PF3D7_1135600	PF3D7_1135600.1	PBANKA_0913000	
PF3D7_1135700	PF3D7_1135700.1	PBANKA_0912900	
PF3D7_1135800	PF3D7_1135800.1	PBANKA_0912800	
PF3D7_1135900	PF3D7_1135900.1	PBANKA_0912700	
PF3D7_1136300	PF3D7_1136300.1	PBANKA_0912300	
PF3D7_1136400	PF3D7_1136400.1	PBANKA_0912200	
PF3D7_1136500	PF3D7_1136500.2	PBANKA_0912100	
PF3D7_1136500	PF3D7_1136500.1	PBANKA_0912100	
PF3D7_1136700	PF3D7_1136700.2	PBANKA_0911900	
PF3D7_1136700	PF3D7_1136700.1	PBANKA_0911900	
PF3D7_1136800	PF3D7_1136800.1	PBANKA_0911800	
PF3D7_1136900	PF3D7_1136900.1	PBANKA_0911700	
PF3D7_1137100	PF3D7_1137100.1	PBANKA_0911600	
PF3D7_1137200	PF3D7_1137200.1	PBANKA_0911500	
PF3D7_1137300	PF3D7_1137300.1	PBANKA_0911400	
PF3D7_1137400	PF3D7_1137400.1	PBANKA_0911300	
PF3D7_1137500	PF3D7_1137500.1	PBANKA_0911200	
PF3D7_1137700	PF3D7_1137700.1	PBANKA_0911000	
PF3D7_1137800	PF3D7_1137800.1	PBANKA_0910900	
PF3D7_1137900	PF3D7_1137900.1	PBANKA_0910800	
PF3D7_1138100	PF3D7_1138100.1	PBANKA_0910600	
PF3D7_1138200	PF3D7_1138200.1	PBANKA_0910500	
PF3D7_1138300	PF3D7_1138300.1	PBANKA_0910400	
PF3D7_1138400	PF3D7_1138400.1	PBANKA_0910300	
PF3D7_1138500	PF3D7_1138500.1	PBANKA_0910200	
PF3D7_1138600	PF3D7_1138600.1	PBANKA_0910100	
PF3D7_1138800	PF3D7_1138800.1	PBANKA_0909900	
PF3D7_1139200	PF3D7_1139200.1	PBANKA_0909700	
PF3D7_1139500	PF3D7_1139500.1	PBANKA_0909500	
PF3D7_1139500	PF3D7_1139500.2	PBANKA_0909500	
PF3D7_1139700	PF3D7_1139700.1	PBANKA_0909300	
PF3D7_1139800	PF3D7_1139800.1	PBANKA_0909200	
PF3D7_1139900	PF3D7_1139900.1	PBANKA_0909100	
PF3D7_1140000	PF3D7_1140000.1	PBANKA_0909000	
PF3D7_1140100	PF3D7_1140100.1	PBANKA_0908900	
PF3D7_1140300	PF3D7_1140300.1	PBANKA_0908700	
PF3D7_1140400	PF3D7_1140400.1	PBANKA_0908600	
PF3D7_1140500	PF3D7_1140500.1	PBANKA_0908500	
PF3D7_1140800	PF3D7_1140800.1	PBANKA_0908200	
PF3D7_1140900	PF3D7_1140900.1	PBANKA_0908100	
PF3D7_1141200	PF3D7_1141200.1	PBANKA_0907800	
PF3D7_1141300	PF3D7_1141300.1	PBANKA_0907700	
PF3D7_1141400	PF3D7_1141400.1	PBANKA_0907600	
PF3D7_1141500	PF3D7_1141500.1	PBANKA_0907500	
PF3D7_1141600	PF3D7_1141600.1	PBANKA_0907400	
PF3D7_1141700	PF3D7_1141700.1	PBANKA_0907300	
PF3D7_1141800	PF3D7_1141800.1	PBANKA_0907200	
PF3D7_1141900	PF3D7_1141900.1	PBANKA_0907100	
PF3D7_1142200	PF3D7_1142200.1	PBANKA_0906800	
PF3D7_1142300	PF3D7_1142300.1	PBANKA_0906700	
PF3D7_1142400	PF3D7_1142400.1	PBANKA_0906600	
PF3D7_1142500	PF3D7_1142500.1	PBANKA_0906500	
PF3D7_1142600	PF3D7_1142600.1	PBANKA_0906400	
PF3D7_1142700	PF3D7_1142700.1	PBANKA_0906300	
PF3D7_1142800	PF3D7_1142800.1	PBANKA_0906200	
PF3D7_1142900	PF3D7_1142900.1	PBANKA_0906100	
PF3D7_1143000	PF3D7_1143000.1	PBANKA_0906000	
PF3D7_1143200	PF3D7_1143200.1	PBANKA_0905800	
PF3D7_1143300	PF3D7_1143300.1	PBANKA_0905700	
PF3D7_1143400	PF3D7_1143400.1	PBANKA_0905600	
PF3D7_1143500	PF3D7_1143500.1	PBANKA_0905500	
PF3D7_1143700	PF3D7_1143700.1	PBANKA_0905300	
PF3D7_1143800	PF3D7_1143800.1	PBANKA_0905200	
PF3D7_1143900	PF3D7_1143900.1	PBANKA_0905100	
PF3D7_1144000	PF3D7_1144000.1	PBANKA_0905000	
PF3D7_1144100	PF3D7_1144100.1	PBANKA_0904900	
PF3D7_1144300	PF3D7_1144300.1	PBANKA_0904700	
PF3D7_1144500	PF3D7_1144500.1	PBANKA_0904500	
PF3D7_1144600	PF3D7_1144600.1	PBANKA_0904400	
PF3D7_1144700	PF3D7_1144700.1	PBANKA_0904300	
PF3D7_1144800	PF3D7_1144800.1	PBANKA_0904200	
PF3D7_1144900	PF3D7_1144900.1	PBANKA_0904100	
PF3D7_1145000	PF3D7_1145000.1	PBANKA_0904000	
PF3D7_1145100	PF3D7_1145100.1	PBANKA_0903900	
PF3D7_1145200	PF3D7_1145200.1	PBANKA_0903800	
PF3D7_1145300	PF3D7_1145300.1	PBANKA_0903700	
PF3D7_1145400	PF3D7_1145400.1	PBANKA_0903600	
PF3D7_1145600	PF3D7_1145600.1	PBANKA_0903400	
PF3D7_1145700	PF3D7_1145700.1	PBANKA_0903300	
PF3D7_1145900	PF3D7_1145900.1	PBANKA_0903100	
PF3D7_1146000	PF3D7_1146000.1	PBANKA_0903000	
PF3D7_1146100	PF3D7_1146100.1	PBANKA_0902900	
PF3D7_1146200	PF3D7_1146200.1	PBANKA_0902800	
PF3D7_1146500	PF3D7_1146500.1	PBANKA_0902600	
PF3D7_1146600	PF3D7_1146600.1	PBANKA_0902500	
PF3D7_1146700	PF3D7_1146700.1	PBANKA_0902400	
PF3D7_1146900	PF3D7_1146900.1	PBANKA_0902200	
PF3D7_1147100	PF3D7_1147100.1	PBANKA_0902000	
PF3D7_1147200	PF3D7_1147200.1	PBANKA_0901900	
PF3D7_1147300	PF3D7_1147300.1	PBANKA_0901800	
PF3D7_1147400	PF3D7_1147400.1	PBANKA_0901700	
PF3D7_1147500	PF3D7_1147500.1	PBANKA_0901600	
PF3D7_1147600	PF3D7_1147600.1	PBANKA_0901500	
PF3D7_1147700	PF3D7_1147700.1	PBANKA_0901400	
PF3D7_1147800	PF3D7_1147800.2	PBANKA_0901300	
PF3D7_1147800	PF3D7_1147800.1	PBANKA_0901300	
PF3D7_1147900	PF3D7_1147900.1	PBANKA_0901200	
PF3D7_1148000	PF3D7_1148000.1	PBANKA_0901100	
PF3D7_1201500	PF3D7_1201500.1	PBANKA_0600500	
PF3D7_1201600	PF3D7_1201600.1	PBANKA_0600600	
PF3D7_1201700	PF3D7_1201700.1	PBANKA_0600700	
PF3D7_1201800	PF3D7_1201800.1	PBANKA_0600800	
PF3D7_1202000	PF3D7_1202000.1	PBANKA_0601000	
PF3D7_1202200	PF3D7_1202200.1	PBANKA_0601100	
PF3D7_1202300	PF3D7_1202300.1	PBANKA_0601200	
PF3D7_1202400	PF3D7_1202400.1	PBANKA_0601300	
PF3D7_1202500	PF3D7_1202500.1	PBANKA_0601500	
PF3D7_1202600	PF3D7_1202600.1	PBANKA_0601600	
PF3D7_1202700	PF3D7_1202700.1	PBANKA_0601700	
PF3D7_1202800	PF3D7_1202800.1	PBANKA_0601800	
PF3D7_1202900	PF3D7_1202900.1	PBANKA_0601900	
PF3D7_1203000	PF3D7_1203000.1	PBANKA_0602000	
PF3D7_1203200	PF3D7_1203200.1	PBANKA_0602200	
PF3D7_1203300	PF3D7_1203300.1	PBANKA_0602300	
PF3D7_1203500	PF3D7_1203500.1	PBANKA_0602500	
PF3D7_1203600	PF3D7_1203600.1	PBANKA_0602600	
PF3D7_1203700	PF3D7_1203700.1	PBANKA_0602700	
PF3D7_1203900	PF3D7_1203900.1	PBANKA_0602800	
PF3D7_1204000	PF3D7_1204000.1	PBANKA_0602900	
PF3D7_1204200	PF3D7_1204200.1	PBANKA_0603100	
PF3D7_1204300	PF3D7_1204300.1	PBANKA_0603200	
PF3D7_1204400	PF3D7_1204400.1	PBANKA_0603300	
